student_id,gender,department,location,study_mode,parental_edu,internet_access,part_time_job,study_hours_day,attendance_pct,prev_gpa,final_grade,dropout_risk,attendance_band,grade_letter
STU0243,Female,Business,Rural,Full-Time,Post-Graduate,1,0,6.0,52.0,9.73,8.34,1,<60%,B
STU0244,Female,Arts,Rural,Full-Time,Graduate,1,0,5.0,62.0,5.05,6.3,0,60-74%,C
STU0245,Female,Computer Science,Rural,Full-Time,High School,1,0,9.0,61.0,9.44,8.83,0,60-74%,A
STU0246,Male,Mechanical,Semi-Urban,Full-Time,Graduate,1,0,7.0,65.0,5.0,7.16,0,60-74%,B
STU0247,Male,Business,Rural,Full-Time,Graduate,1,0,2.0,97.0,4.52,4.95,1,90%+,D
STU0248,Male,Business,Rural,Full-Time,Graduate,1,0,4.0,83.0,4.92,6.84,0,75-89%,C
STU0249,Female,Electronics,Urban,Part-Time,High School,1,0,2.0,46.0,6.58,4.85,1,<60%,D
STU0250,Female,Arts,Semi-Urban,Part-Time,Graduate,1,0,9.0,71.0,7.84,7.88,0,60-74%,B
STU0251,Female,Civil,Semi-Urban,Full-Time,Graduate,1,0,2.0,49.0,7.87,5.06,1,<60%,D
STU0252,Male,Arts,Urban,Full-Time,Graduate,0,0,7.0,41.0,7.05,7.54,1,<60%,B
STU0253,Male,Business,Urban,Part-Time,Graduate,1,0,3.0,71.0,8.35,6.36,0,60-74%,C
STU0254,Male,Civil,Rural,Full-Time,Post-Graduate,0,0,1.0,51.0,9.96,5.5,1,<60%,D
STU0255,Female,Civil,Urban,Full-Time,High School,1,1,5.0,43.0,5.58,5.14,1,<60%,D
STU0256,Female,Computer Science,Rural,Full-Time,None,1,0,2.0,43.0,8.11,5.6,1,<60%,C
STU0257,Male,Arts,Urban,Full-Time,High School,1,0,3.0,92.0,6.5,6.41,0,90%+,C
STU0258,Male,Mechanical,Urban,Part-Time,None,1,0,1.0,44.0,6.92,5.09,1,<60%,D
STU0259,Male,Computer Science,Urban,Full-Time,None,1,0,4.0,47.0,7.57,5.86,0,<60%,C
STU0260,Male,Electronics,Semi-Urban,Full-Time,High School,0,0,4.0,63.0,7.87,5.03,0,60-74%,D
STU0261,Male,Civil,Urban,Full-Time,Graduate,0,0,8.0,53.0,6.3,7.92,1,<60%,B
STU0262,Male,Mechanical,Urban,Part-Time,High School,1,0,1.0,73.0,5.77,5.26,0,60-74%,D
STU0263,Female,Civil,Semi-Urban,Full-Time,Graduate,1,0,6.0,76.0,4.12,6.29,0,75-89%,C
STU0264,Male,Civil,Rural,Full-Time,Graduate,1,0,9.0,70.0,8.47,10.0,0,60-74%,A
STU0265,Male,Business,Urban,Part-Time,Graduate,1,0,1.0,44.0,9.3,6.12,1,<60%,C
STU0266,Male,Mechanical,Urban,Full-Time,High School,1,0,5.0,99.0,8.23,6.79,0,90%+,C
STU0267,Female,Business,Semi-Urban,Full-Time,Graduate,1,0,5.0,69.0,5.75,5.92,0,60-74%,C
STU0268,Male,Mechanical,Semi-Urban,Full-Time,High School,0,1,8.0,42.0,9.35,7.97,0,<60%,B
STU0269,Male,Business,Urban,Part-Time,Post-Graduate,1,1,4.0,92.0,6.98,6.2,0,90%+,C
STU0270,Female,Arts,Rural,Part-Time,Post-Graduate,0,1,7.0,70.0,8.88,8.99,0,60-74%,A
STU0271,Female,Business,Urban,Full-Time,Graduate,1,1,4.0,98.0,7.79,6.59,0,90%+,C
STU0272,Female,Arts,Rural,Full-Time,High School,1,0,9.0,83.0,9.74,9.42,0,75-89%,A
STU0273,Male,Business,Semi-Urban,Full-Time,High School,1,0,1.0,59.0,7.26,5.45,1,<60%,D
STU0274,Female,Computer Science,Semi-Urban,Full-Time,Graduate,1,0,5.0,67.0,9.66,8.24,0,60-74%,B
STU0275,Male,Civil,Urban,Part-Time,Post-Graduate,1,1,6.0,80.0,6.49,7.3,0,75-89%,B
STU0276,Female,Business,Semi-Urban,Part-Time,Post-Graduate,1,0,5.0,62.0,7.81,6.63,0,60-74%,C
STU0277,Male,Civil,Urban,Full-Time,Graduate,1,0,8.0,56.0,5.0,6.76,0,<60%,C
STU0278,Male,Computer Science,Urban,Full-Time,None,1,1,5.0,52.0,9.76,6.92,0,<60%,C
STU0279,Female,Electronics,Rural,Full-Time,Graduate,1,1,1.0,60.0,9.61,6.53,0,60-74%,C
STU0280,Female,Computer Science,Rural,Full-Time,High School,1,1,2.0,54.0,7.05,4.37,1,<60%,D
STU0281,Female,Arts,Semi-Urban,Full-Time,Post-Graduate,0,0,6.0,85.0,8.7,6.83,0,75-89%,C
STU0282,Female,Electronics,Urban,Full-Time,High School,0,1,8.0,58.0,6.03,3.95,1,<60%,F
STU0283,Male,Electronics,Urban,Full-Time,Graduate,0,0,7.0,81.0,6.17,8.81,0,75-89%,A
STU0284,Female,Civil,Urban,Part-Time,Post-Graduate,0,0,1.0,54.0,5.81,4.29,1,<60%,D
STU0285,Male,Computer Science,Semi-Urban,Full-Time,Graduate,1,0,3.0,90.0,7.03,7.29,0,90%+,B
STU0286,Male,Electronics,Rural,Full-Time,Graduate,1,0,1.0,85.0,5.28,6.15,0,75-89%,C
STU0287,Male,Electronics,Semi-Urban,Full-Time,High School,1,1,8.0,70.0,9.83,9.56,0,60-74%,A
STU0288,Male,Arts,Rural,Full-Time,Graduate,1,1,3.0,53.0,9.88,7.63,1,<60%,B
STU0289,Male,Civil,Urban,Full-Time,High School,0,0,4.0,91.0,4.95,5.48,0,90%+,D
STU0290,Female,Business,Urban,Full-Time,Graduate,0,0,9.0,52.0,7.17,8.07,1,<60%,B
STU0291,Female,Computer Science,Rural,Part-Time,Graduate,0,1,9.0,76.0,8.14,7.77,0,75-89%,B
STU0292,Female,Computer Science,Urban,Full-Time,Graduate,1,0,4.0,51.0,5.07,4.96,1,<60%,D
STU0293,Female,Mechanical,Urban,Full-Time,Graduate,1,0,8.0,70.0,4.3,7.24,0,60-74%,B
STU0294,Female,Electronics,Urban,Full-Time,Graduate,0,0,9.0,55.0,8.64,7.85,1,<60%,B
STU0295,Male,Arts,Semi-Urban,Full-Time,High School,1,0,4.0,98.0,4.5,6.55,0,90%+,C
STU0296,Male,Computer Science,Rural,Part-Time,Graduate,1,1,5.0,76.0,4.63,5.37,0,75-89%,D
STU0297,Female,Business,Urban,Full-Time,None,1,0,1.0,90.0,8.73,6.89,1,90%+,C
STU0298,Male,Electronics,Semi-Urban,Full-Time,High School,1,0,6.0,95.0,4.19,6.33,0,90%+,C
STU0299,Male,Electronics,Semi-Urban,Full-Time,Graduate,1,0,1.0,43.0,7.34,4.05,1,<60%,D
STU0300,Female,Business,Semi-Urban,Part-Time,None,1,0,5.0,77.0,7.83,6.83,0,75-89%,C
STU0301,Male,Mechanical,Urban,Full-Time,Graduate,0,1,2.0,88.0,5.62,4.4,1,75-89%,D
STU0302,Female,Civil,Urban,Full-Time,Graduate,1,0,5.0,73.0,5.84,5.3,0,60-74%,D
STU0303,Female,Computer Science,Urban,Part-Time,Post-Graduate,1,0,7.0,77.0,5.66,7.57,0,75-89%,B
STU0304,Male,Mechanical,Semi-Urban,Full-Time,High School,1,0,4.0,69.0,4.46,6.72,0,60-74%,C
STU0305,Female,Arts,Semi-Urban,Full-Time,Graduate,0,0,2.0,43.0,5.15,4.59,1,<60%,D
STU0306,Male,Business,Rural,Full-Time,Graduate,1,1,1.0,66.0,9.23,5.31,0,60-74%,D
STU0307,Male,Business,Rural,Part-Time,Graduate,1,0,6.0,70.0,7.93,7.08,0,60-74%,B
STU0308,Female,Computer Science,Urban,Full-Time,Post-Graduate,0,0,5.0,61.0,6.17,7.92,0,60-74%,B
STU0309,Female,Arts,Semi-Urban,Part-Time,High School,1,0,2.0,50.0,6.83,6.11,1,<60%,C
STU0310,Female,Civil,Semi-Urban,Full-Time,None,0,1,3.0,75.0,8.13,5.84,0,75-89%,C
STU0311,Male,Computer Science,Rural,Full-Time,None,1,0,4.0,46.0,8.58,7.11,1,<60%,B
STU0312,Male,Electronics,Urban,Full-Time,High School,1,1,9.0,87.0,5.44,6.78,0,75-89%,C
STU0313,Female,Business,Urban,Full-Time,High School,0,0,8.0,62.0,5.93,5.55,0,60-74%,C
STU0314,Male,Arts,Semi-Urban,Full-Time,High School,0,0,6.0,48.0,5.85,4.74,1,<60%,D
STU0315,Female,Electronics,Rural,Full-Time,None,1,1,8.0,56.0,9.31,9.59,0,<60%,A
STU0316,Female,Civil,Semi-Urban,Full-Time,Post-Graduate,1,1,5.0,93.0,6.74,7.01,0,90%+,B
STU0317,Male,Computer Science,Semi-Urban,Full-Time,High School,1,0,1.0,92.0,4.33,6.51,0,90%+,C
STU0318,Male,Computer Science,Rural,Full-Time,None,0,0,2.0,78.0,9.55,7.84,0,75-89%,B
STU0319,Male,Mechanical,Rural,Full-Time,Post-Graduate,1,0,4.0,79.0,4.38,6.3,0,75-89%,C
STU0320,Male,Electronics,Semi-Urban,Full-Time,High School,0,0,9.0,62.0,9.16,8.27,0,60-74%,B
STU0321,Male,Mechanical,Urban,Part-Time,Graduate,1,0,7.0,68.0,8.06,8.55,0,60-74%,A
STU0322,Male,Arts,Urban,Full-Time,Graduate,1,1,1.0,43.0,7.02,4.76,1,<60%,D
STU0323,Female,Computer Science,Urban,Full-Time,Graduate,1,0,3.0,69.0,7.05,4.22,0,60-74%,D
STU0324,Male,Civil,Semi-Urban,Full-Time,Graduate,1,0,6.0,60.0,6.54,7.56,0,60-74%,B
STU0325,Female,Computer Science,Rural,Full-Time,Graduate,1,1,5.0,64.0,7.05,6.07,0,60-74%,C
STU0326,Female,Civil,Semi-Urban,Full-Time,Graduate,1,0,5.0,71.0,4.98,6.97,0,60-74%,C
STU0327,Male,Mechanical,Semi-Urban,Full-Time,High School,1,0,8.0,75.0,5.27,6.89,0,75-89%,C
STU0328,Male,Mechanical,Urban,Part-Time,Graduate,0,0,5.0,60.0,4.58,4.24,0,60-74%,D
STU0329,Male,Business,Urban,Full-Time,High School,1,1,2.0,63.0,6.01,4.73,1,60-74%,D
STU0330,Female,Electronics,Semi-Urban,Full-Time,Graduate,1,0,3.0,77.0,9.42,7.07,0,75-89%,B
STU0331,Female,Electronics,Urban,Full-Time,None,1,0,8.0,65.0,7.36,8.98,0,60-74%,A
STU0332,Female,Business,Semi-Urban,Full-Time,Graduate,1,0,9.0,95.0,6.07,7.16,0,90%+,B
STU0333,Female,Business,Rural,Full-Time,High School,1,1,7.0,77.0,5.65,7.43,0,75-89%,B
STU0334,Male,Arts,Urban,Full-Time,High School,1,0,6.0,64.0,5.65,6.56,0,60-74%,C
STU0335,Male,Mechanical,Urban,Full-Time,Graduate,1,1,4.0,70.0,4.53,5.0,0,60-74%,D
STU0336,Male,Electronics,Semi-Urban,Full-Time,Graduate,1,0,7.0,82.0,4.71,6.34,0,75-89%,C
STU0337,Female,Computer Science,Semi-Urban,Full-Time,Graduate,1,0,1.0,66.0,5.71,5.28,1,60-74%,D
STU0338,Male,Electronics,Urban,Full-Time,High School,1,1,7.0,51.0,8.49,7.95,0,<60%,B
STU0339,Female,Civil,Urban,Full-Time,Graduate,1,0,1.0,54.0,8.41,5.7,1,<60%,C
STU0340,Male,Arts,Rural,Full-Time,High School,1,0,7.0,40.0,7.05,8.17,1,<60%,B
STU0341,Female,Civil,Urban,Part-Time,Graduate,1,0,6.0,63.0,9.17,6.56,0,60-74%,C
STU0342,Female,Mechanical,Urban,Full-Time,None,0,1,2.0,77.0,5.26,3.91,1,75-89%,F
STU0343,Female,Civil,Rural,Full-Time,Graduate,0,1,2.0,63.0,6.41,5.08,0,60-74%,D
STU0344,Female,Mechanical,Rural,Full-Time,None,1,1,5.0,46.0,8.61,6.15,1,<60%,C
STU0345,Female,Mechanical,Rural,Part-Time,None,1,0,6.0,91.0,6.08,5.71,0,90%+,C
STU0346,Male,Electronics,Semi-Urban,Full-Time,High School,0,0,6.0,44.0,9.2,7.94,1,<60%,B
STU0347,Female,Mechanical,Rural,Full-Time,Graduate,1,0,1.0,46.0,9.3,4.83,1,<60%,D
STU0348,Male,Mechanical,Rural,Full-Time,Post-Graduate,1,1,9.0,80.0,5.78,8.35,0,75-89%,B
STU0349,Female,Mechanical,Semi-Urban,Full-Time,Post-Graduate,1,0,6.0,77.0,9.17,7.75,0,75-89%,B
STU0350,Female,Business,Semi-Urban,Full-Time,None,0,0,9.0,93.0,9.07,8.65,0,90%+,A
STU0351,Female,Civil,Semi-Urban,Full-Time,None,1,1,4.0,55.0,7.99,5.65,1,<60%,C
STU0352,Male,Civil,Urban,Full-Time,Post-Graduate,1,0,2.0,77.0,6.11,5.26,0,75-89%,D
STU0353,Male,Mechanical,Semi-Urban,Part-Time,High School,1,0,7.0,93.0,8.5,9.11,0,90%+,A
STU0354,Female,Mechanical,Rural,Part-Time,Graduate,1,0,8.0,44.0,7.53,6.97,0,<60%,C
STU0355,Male,Computer Science,Urban,Full-Time,High School,1,0,8.0,74.0,8.76,8.91,0,60-74%,A
STU0356,Female,Mechanical,Urban,Full-Time,Graduate,0,0,8.0,57.0,8.34,7.6,1,<60%,B
STU0357,Female,Business,Rural,Full-Time,High School,1,1,9.0,99.0,9.7,10.0,0,90%+,A
STU0358,Female,Arts,Urban,Full-Time,Graduate,1,0,9.0,85.0,5.65,9.48,0,75-89%,A
STU0359,Female,Arts,Urban,Full-Time,High School,1,0,2.0,56.0,8.78,5.67,1,<60%,C
STU0360,Male,Mechanical,Urban,Full-Time,High School,1,0,2.0,45.0,6.98,3.64,1,<60%,F
STU0361,Female,Business,Rural,Part-Time,Post-Graduate,0,0,1.0,62.0,7.52,5.97,1,60-74%,C
STU0362,Female,Business,Urban,Full-Time,None,0,1,2.0,71.0,5.46,4.53,1,60-74%,D
STU0363,Male,Computer Science,Urban,Part-Time,None,1,0,5.0,75.0,5.27,6.92,0,75-89%,C
STU0364,Female,Arts,Urban,Full-Time,High School,1,1,8.0,88.0,5.27,7.55,0,75-89%,B
STU0365,Male,Computer Science,Urban,Full-Time,Post-Graduate,1,0,1.0,64.0,6.15,5.14,1,60-74%,D
STU0366,Male,Civil,Urban,Part-Time,High School,1,0,7.0,93.0,8.51,8.61,0,90%+,A
STU0367,Female,Arts,Rural,Full-Time,High School,0,1,2.0,68.0,5.93,3.64,1,60-74%,F
STU0368,Female,Arts,Urban,Full-Time,None,1,1,2.0,79.0,4.54,4.49,1,75-89%,D
STU0369,Female,Arts,Semi-Urban,Full-Time,High School,1,0,1.0,65.0,5.28,4.16,1,60-74%,D
STU0370,Male,Electronics,Rural,Part-Time,Graduate,0,0,1.0,67.0,6.29,3.29,1,60-74%,F
STU0371,Male,Mechanical,Rural,Part-Time,Graduate,0,1,4.0,65.0,5.42,5.39,0,60-74%,D
STU0372,Male,Mechanical,Semi-Urban,Part-Time,High School,1,0,5.0,51.0,6.35,6.43,1,<60%,C
STU0373,Male,Computer Science,Rural,Full-Time,Graduate,0,1,8.0,40.0,7.2,5.9,1,<60%,C
STU0374,Male,Electronics,Semi-Urban,Part-Time,Post-Graduate,1,1,8.0,53.0,4.39,6.93,1,<60%,C
STU0375,Female,Arts,Urban,Full-Time,None,0,0,8.0,73.0,6.46,7.27,0,60-74%,B
STU0376,Female,Mechanical,Urban,Full-Time,Graduate,0,1,2.0,48.0,4.54,3.04,1,<60%,F
STU0377,Male,Electronics,Rural,Full-Time,Graduate,1,0,1.0,99.0,7.19,5.79,1,90%+,C
STU0378,Male,Arts,Urban,Full-Time,Graduate,1,0,4.0,40.0,9.54,6.6,1,<60%,C
STU0379,Male,Computer Science,Rural,Full-Time,High School,1,0,6.0,70.0,7.75,8.03,0,60-74%,B
STU0380,Female,Business,Semi-Urban,Full-Time,Graduate,1,0,8.0,40.0,5.47,7.33,0,<60%,B
STU0381,Female,Computer Science,Urban,Full-Time,High School,1,1,5.0,59.0,8.04,8.15,1,<60%,B
STU0382,Male,Electronics,Rural,Full-Time,Graduate,1,0,9.0,99.0,9.0,10.0,0,90%+,A
STU0383,Female,Electronics,Urban,Part-Time,Graduate,1,0,7.0,86.0,7.97,9.38,0,75-89%,A
STU0384,Female,Arts,Urban,Full-Time,Graduate,1,1,1.0,63.0,6.11,3.91,1,60-74%,F
STU0385,Male,Business,Urban,Full-Time,Graduate,0,0,9.0,73.0,7.05,7.78,0,60-74%,B
STU0386,Male,Mechanical,Semi-Urban,Part-Time,Graduate,1,1,6.0,88.0,5.02,5.81,0,75-89%,C
STU0387,Male,Business,Urban,Full-Time,Graduate,1,0,4.0,92.0,8.24,6.08,0,90%+,C
STU0388,Male,Computer Science,Semi-Urban,Full-Time,Graduate,1,0,2.0,79.0,9.81,6.68,0,75-89%,C
STU0389,Female,Electronics,Rural,Full-Time,Post-Graduate,1,0,2.0,85.0,7.71,6.02,0,75-89%,C
STU0390,Male,Civil,Urban,Full-Time,Post-Graduate,1,0,8.0,60.0,5.44,7.0,0,60-74%,C
STU0391,Male,Computer Science,Rural,Full-Time,Post-Graduate,1,0,5.0,54.0,8.43,6.68,1,<60%,C
STU0392,Male,Arts,Rural,Part-Time,Graduate,1,0,5.0,66.0,7.92,8.2,0,60-74%,B
STU0393,Female,Electronics,Urban,Full-Time,Post-Graduate,0,0,9.0,42.0,7.05,5.73,1,<60%,C
STU0394,Female,Business,Urban,Full-Time,None,0,1,4.0,63.0,4.95,5.84,0,60-74%,C
STU0395,Female,Arts,Urban,Full-Time,Post-Graduate,1,0,3.0,88.0,7.26,7.08,0,75-89%,B
STU0396,Male,Computer Science,Urban,Full-Time,Graduate,1,1,1.0,70.0,4.41,5.22,0,60-74%,D
STU0397,Male,Business,Semi-Urban,Full-Time,High School,1,0,1.0,97.0,9.22,7.64,0,90%+,B
STU0398,Female,Civil,Rural,Full-Time,High School,1,0,6.0,56.0,5.03,7.12,0,<60%,B
STU0399,Male,Business,Rural,Full-Time,Post-Graduate,1,0,1.0,95.0,7.63,5.78,1,90%+,C
STU0400,Female,Computer Science,Urban,Part-Time,Graduate,1,1,3.0,64.0,5.06,3.6,1,60-74%,F
STU0401,Female,Business,Rural,Part-Time,High School,1,0,8.0,70.0,5.96,6.5,0,60-74%,C
STU0402,Male,Business,Semi-Urban,Full-Time,None,1,1,5.0,63.0,7.15,5.41,0,60-74%,D
STU0403,Female,Civil,Semi-Urban,Full-Time,None,1,1,6.0,70.0,7.95,8.34,0,60-74%,B
STU0404,Male,Computer Science,Rural,Part-Time,Graduate,0,0,8.0,63.0,9.54,7.85,0,60-74%,B
STU0405,Female,Mechanical,Urban,Part-Time,High School,1,0,9.0,96.0,8.29,10.0,0,90%+,A
STU0406,Female,Arts,Urban,Full-Time,Graduate,1,1,4.0,53.0,7.82,7.64,0,<60%,B
STU0407,Female,Mechanical,Urban,Full-Time,Graduate,1,1,3.0,57.0,5.95,4.83,1,<60%,D
STU0408,Male,Electronics,Rural,Full-Time,Post-Graduate,1,0,7.0,55.0,4.92,5.98,1,<60%,C
STU0409,Male,Business,Semi-Urban,Full-Time,Graduate,1,1,3.0,71.0,8.45,6.23,0,60-74%,C
STU0410,Male,Business,Urban,Full-Time,None,0,0,1.0,94.0,6.79,6.72,0,90%+,C
STU0411,Female,Computer Science,Urban,Full-Time,Graduate,1,0,2.0,91.0,6.48,7.64,1,90%+,B
STU0412,Male,Civil,Urban,Full-Time,Post-Graduate,1,0,3.0,54.0,5.0,4.81,1,<60%,D
STU0413,Female,Electronics,Rural,Full-Time,Post-Graduate,1,0,4.0,70.0,5.47,6.88,0,60-74%,C
STU0414,Male,Civil,Rural,Full-Time,Graduate,1,0,4.0,95.0,8.69,6.68,0,90%+,C
STU0415,Male,Computer Science,Urban,Full-Time,Graduate,1,0,1.0,70.0,6.89,4.72,1,60-74%,D
STU0416,Male,Civil,Urban,Full-Time,Post-Graduate,1,1,8.0,77.0,9.67,9.31,0,75-89%,A
STU0417,Female,Mechanical,Rural,Full-Time,Graduate,1,1,5.0,53.0,5.31,3.85,1,<60%,F
STU0418,Male,Civil,Urban,Full-Time,Post-Graduate,0,1,7.0,48.0,9.56,7.49,1,<60%,B
STU0419,Male,Mechanical,Semi-Urban,Full-Time,Graduate,0,0,8.0,94.0,8.68,9.17,0,90%+,A
STU0420,Male,Electronics,Urban,Full-Time,High School,0,0,3.0,65.0,8.93,6.4,0,60-74%,C
STU0421,Male,Computer Science,Urban,Part-Time,High School,1,0,6.0,69.0,6.75,8.04,0,60-74%,B
STU0422,Male,Electronics,Urban,Full-Time,Graduate,0,0,8.0,49.0,4.59,5.27,1,<60%,D
STU0423,Male,Mechanical,Urban,Part-Time,Post-Graduate,0,0,5.0,42.0,7.34,5.03,0,<60%,D
STU0424,Male,Electronics,Rural,Full-Time,High School,1,0,5.0,48.0,6.72,6.6,1,<60%,C
STU0425,Male,Civil,Urban,Full-Time,None,1,0,2.0,47.0,5.37,3.8,1,<60%,F
STU0426,Male,Arts,Urban,Full-Time,Graduate,1,0,6.0,79.0,5.37,7.11,0,75-89%,B
STU0427,Male,Civil,Rural,Full-Time,Graduate,0,0,9.0,83.0,5.35,7.77,0,75-89%,B
STU0428,Female,Electronics,Urban,Full-Time,Graduate,1,0,5.0,50.0,4.08,5.42,1,<60%,D
STU0429,Female,Electronics,Urban,Full-Time,Post-Graduate,1,0,5.0,60.0,9.74,7.5,0,60-74%,B
STU0430,Female,Computer Science,Urban,Full-Time,Graduate,1,0,7.0,92.0,6.54,8.61,0,90%+,A
STU0431,Female,Business,Rural,Full-Time,Post-Graduate,1,1,5.0,98.0,6.01,7.04,0,90%+,B
STU0432,Female,Computer Science,Rural,Full-Time,Graduate,0,0,9.0,64.0,4.21,5.38,0,60-74%,D
STU0433,Male,Business,Rural,Full-Time,Graduate,1,0,6.0,92.0,7.78,7.9,0,90%+,B
STU0434,Male,Mechanical,Rural,Full-Time,Graduate,0,0,5.0,59.0,9.61,8.06,1,<60%,B
STU0435,Female,Electronics,Semi-Urban,Full-Time,Graduate,1,0,1.0,92.0,6.25,6.31,0,90%+,C
STU0436,Male,Civil,Rural,Full-Time,High School,0,0,8.0,91.0,4.32,6.48,0,90%+,C
STU0437,Male,Civil,Urban,Full-Time,Graduate,1,1,6.0,91.0,4.88,6.59,0,90%+,C
STU0438,Female,Electronics,Urban,Full-Time,High School,0,0,4.0,99.0,7.05,8.84,0,90%+,A
STU0439,Male,Arts,Urban,Part-Time,High School,1,0,8.0,63.0,8.81,8.68,0,60-74%,A
STU0440,Male,Computer Science,Urban,Part-Time,Post-Graduate,1,0,8.0,79.0,6.5,7.58,0,75-89%,B
STU0441,Female,Civil,Urban,Full-Time,Graduate,1,0,6.0,57.0,4.98,6.57,1,<60%,C
STU0442,Male,Computer Science,Urban,Full-Time,Post-Graduate,1,0,6.0,57.0,7.22,5.22,1,<60%,D
STU0443,Male,Civil,Urban,Part-Time,High School,0,0,1.0,70.0,4.14,3.56,1,60-74%,F
STU0444,Female,Mechanical,Semi-Urban,Full-Time,Post-Graduate,1,1,9.0,56.0,7.83,6.87,0,<60%,C
STU0445,Female,Computer Science,Semi-Urban,Full-Time,Post-Graduate,1,1,5.0,66.0,9.36,6.23,1,60-74%,C
STU0446,Female,Business,Semi-Urban,Full-Time,High School,1,0,4.0,99.0,4.5,6.28,0,90%+,C
STU0447,Female,Business,Urban,Full-Time,Graduate,1,0,1.0,85.0,9.57,7.73,0,75-89%,B
STU0448,Female,Arts,Rural,Full-Time,High School,1,0,5.0,85.0,5.47,6.89,0,75-89%,C
STU0449,Female,Computer Science,Urban,Part-Time,Post-Graduate,1,1,3.0,72.0,7.22,6.26,0,60-74%,C
STU0450,Female,Computer Science,Urban,Part-Time,High School,1,1,1.0,84.0,5.94,5.74,0,75-89%,C
STU0451,Female,Electronics,Urban,Part-Time,Graduate,1,0,7.0,78.0,7.71,6.85,0,75-89%,C
STU0452,Female,Computer Science,Semi-Urban,Part-Time,Graduate,0,0,6.0,55.0,7.96,7.29,1,<60%,B
STU0453,Female,Civil,Semi-Urban,Full-Time,Post-Graduate,1,0,2.0,40.0,7.8,5.5,1,<60%,D
STU0454,Female,Business,Semi-Urban,Part-Time,Post-Graduate,1,1,7.0,80.0,8.76,7.97,0,75-89%,B
STU0455,Female,Computer Science,Urban,Full-Time,Graduate,0,1,5.0,49.0,7.2,7.01,0,<60%,B
STU0456,Female,Computer Science,Rural,Full-Time,High School,1,0,8.0,58.0,7.42,7.91,1,<60%,B
STU0457,Male,Business,Urban,Full-Time,Graduate,1,0,4.0,86.0,4.2,5.94,0,75-89%,C
STU0458,Female,Electronics,Urban,Part-Time,Graduate,1,1,5.0,70.0,8.65,7.09,0,60-74%,B
STU0459,Male,Business,Urban,Full-Time,High School,1,0,7.0,95.0,7.05,8.24,0,90%+,B
STU0460,Female,Arts,Rural,Full-Time,Graduate,0,0,9.0,94.0,4.01,8.34,0,90%+,B
STU0461,Male,Arts,Semi-Urban,Full-Time,High School,1,0,7.0,53.0,9.62,9.3,0,<60%,A
STU0462,Male,Electronics,Urban,Full-Time,None,0,1,9.0,70.0,9.02,8.34,0,60-74%,B
STU0463,Female,Mechanical,Urban,Full-Time,High School,1,0,2.0,47.0,9.68,6.15,1,<60%,C
STU0464,Male,Computer Science,Semi-Urban,Full-Time,Post-Graduate,0,0,4.0,57.0,6.16,4.34,1,<60%,D
STU0465,Male,Mechanical,Rural,Full-Time,Post-Graduate,0,1,8.0,43.0,4.15,6.64,1,<60%,C
STU0466,Female,Computer Science,Rural,Full-Time,Graduate,1,0,3.0,97.0,5.33,7.83,0,90%+,B
STU0467,Male,Business,Urban,Full-Time,Graduate,0,0,9.0,41.0,9.6,7.26,0,<60%,B
STU0468,Female,Electronics,Urban,Part-Time,Graduate,0,0,7.0,74.0,7.05,7.16,0,60-74%,B
STU0469,Male,Arts,Urban,Full-Time,Graduate,1,1,3.0,54.0,9.53,7.52,1,<60%,B
STU0470,Male,Computer Science,Urban,Full-Time,Post-Graduate,1,0,2.0,42.0,9.88,7.0,1,<60%,C
STU0471,Female,Electronics,Rural,Full-Time,High School,1,0,4.0,45.0,8.24,6.49,0,<60%,C
STU0472,Female,Electronics,Rural,Full-Time,Graduate,1,0,1.0,78.0,9.75,8.26,1,75-89%,B
STU0473,Female,Business,Rural,Full-Time,None,0,0,6.0,99.0,8.64,7.69,0,90%+,B
STU0474,Female,Mechanical,Urban,Part-Time,High School,1,1,1.0,41.0,9.02,4.54,1,<60%,D
STU0475,Male,Arts,Urban,Full-Time,Graduate,1,0,5.0,75.0,6.69,7.25,0,75-89%,B
STU0476,Female,Business,Urban,Full-Time,Post-Graduate,1,0,6.0,68.0,8.41,8.66,0,60-74%,A
STU0477,Male,Business,Rural,Full-Time,High School,1,0,1.0,41.0,4.23,3.08,1,<60%,F
STU0478,Female,Computer Science,Semi-Urban,Full-Time,Graduate,1,1,8.0,55.0,9.98,7.09,1,<60%,B
STU0479,Female,Mechanical,Semi-Urban,Part-Time,High School,1,0,9.0,83.0,9.35,9.77,0,75-89%,A
STU0480,Male,Mechanical,Semi-Urban,Full-Time,Post-Graduate,1,0,4.0,56.0,6.9,6.13,0,<60%,C
STU0481,Female,Computer Science,Urban,Full-Time,High School,1,0,7.0,90.0,6.77,7.7,0,90%+,B
STU0482,Male,Mechanical,Urban,Full-Time,High School,1,0,5.0,97.0,9.87,8.99,0,90%+,A
STU0483,Female,Arts,Semi-Urban,Full-Time,High School,1,1,8.0,58.0,8.23,7.48,1,<60%,B
STU0484,Female,Computer Science,Urban,Full-Time,Post-Graduate,1,0,5.0,61.0,9.92,8.29,0,60-74%,B
STU0485,Female,Electronics,Urban,Part-Time,Graduate,0,1,6.0,63.0,9.91,7.85,0,60-74%,B
STU0486,Female,Business,Urban,Full-Time,High School,1,0,4.0,98.0,7.05,7.16,0,90%+,B
